,taxon_oid,Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Form,Domain,Phylum,Class,Order,Family,Genus,Species,Genome Size * assembled,Gene Count * assembled,fasta_file_key,NCBI_ID,NCBI_URL,IMG_ID,IMG_url,,,,
103,2645727836,Permanent Draft,Alteromonas macleodii strain:MIT1002 genome sequencing,Alteromonas macleodii MIT1002,Massachusetts Institute of Technology,2645727836,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,4658017,4220,43088,28108,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=28108,2645727836,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2645727836,,,,
104,640612204,Permanent Draft,Flavobacteria sp. BAL38,Flavobacteria bacterium BAL38,J. Craig Venter Institute (JCVI),640612204,Cellular organism,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified,unclassified,Flavobacteria bacterium BAL38,2806989,2665,57048,391598,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391598,640612204,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640612204,,,,
105,641380451,Permanent Draft,Vibrio campbellii AND4,Vibrio campbellii AND4,J. Craig Venter Institute (JCVI),641380451,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. AND4,4255798,4034,16989,314289,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314289,641380451,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=641380451,,,,
106,2599185267,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Pseudoalteromonas denitrificans DSM 6059,DOE Joint Genome Institute (JGI),2599185267,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas denitrificans,6094166,5462,72287,1123010,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1123010,2599185267,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2599185267,,,,
107,2501651207,Permanent Draft,Shewanella benthica KT99,Shewanella benthica KT99,J. Craig Venter Institute (JCVI),2501651207,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella benthica,4351589,4475,12572,314608,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314608,2501651207,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2501651207,,,,
108,2606217316,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9401,Massachusetts Institute of Technology,2606217316,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1666808,1949,56714,167551,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167551,2606217316,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217316,,,,
109,2597489864,Permanent Draft,Congregibacter litoralis KT71,Congregibacter litoralis KT71,"J. Craig Venter Institute (JCVI), Max Planck Institute",2597489864,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Congregibacter,Congregibacter litoralis,4351117,3981,46209,314285,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314285,2597489864,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2597489864,,,,
110,640069324,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9515,J. Craig Venter Institute (JCVI),640069324,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1704176,1968,57010,167542,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167542,640069324,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640069324,,,,
111,2606217691,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9302,Massachusetts Institute of Technology,2606217691,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1745343,2013,54652,74545,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=74545,2606217691,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217691,,,,
112,2671180867,Permanent Draft,Genome sequencce of marine bacteria isolated during Galathea 3 global expedition,Pseudoalteromonas rubra S2471,Technical University of Denmark,2671180867,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas rubra,5733623,4924,72937,43658,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=43658,2671180867,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2671180867,,,,
113,637000329,Finished,Trichodesmium erythraeum IMS101,Trichodesmium erythraeum IMS101,DOE Joint Genome Institute (JGI),637000329,Cellular organism,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,7750108,5156,16584,203124,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=203124,637000329,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000329,,,,
114,638341140,Permanent Draft,Oceanicola granulosus HTCC2516,Oceanicola granulosus HTCC2516,J. Craig Venter Institute (JCVI),638341140,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola granulosus,4039111,3855,72750,314256,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314256,638341140,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341140,,,,
115,647533205,Permanent Draft,Sulfitobacter sp. GAI101,Roseobacter sp. GAI101,J. Craig Venter Institute (JCVI),647533205,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. GAI101,4527951,4258,10360,391589,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391589,647533205,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533205,,,,
116,2636416138,Permanent Draft,Hydrogenivirga sp. 128-5-R1-1,Hydrogenivirga sp. 128-5-R1-1,J. Craig Venter Institute (JCVI),2636416138,Cellular organism,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga,Hydrogenivirga sp. 128-5-R1-1,3038240,3811,57915,392423,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=392423,2636416138,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2636416138,,,,
117,637000212,Finished,Prochlorococcus sp. NATL2A,Prochlorococcus sp. NATL2A,DOE Joint Genome Institute (JGI),637000212,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1842899,1985,57331,59920,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59920,637000212,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000212,,,,
118,638341157,Permanent Draft,Pseudoalteromonas tunicata D2,Pseudoalteromonas tunicata D2,J. Craig Venter Institute (JCVI),638341157,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata,4982425,4637,72979,87626,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=87626,638341157,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341157,,,,
119,640612202,Permanent Draft,Algoriphagus machipongonensis PR1,Algoriphagus machipongonensis PR1,"Broad Institute, J. Craig Venter Institute (JCVI)",640612202,Cellular organism,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus machipongonensis,4776234,4265,42008,388413,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=388413,640612202,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640612202,,,,
120,638341056,Permanent Draft,Candidatus Pelagibacter ubique SAR11 HTCC1002,Candidatus Pelagibacter ubique SAR11 HTCC1002,J. Craig Venter Institute (JCVI),638341056,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,1327604,1428,73217,314261,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314261,638341056,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341056,,,,
121,2513237293,Permanent Draft,Gammaproteobacteria sp. OM60 HIMB55,Gammaproteobacteria sp. OM60 HIMB55,J. Craig Venter Institute (JCVI),2513237293,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,unclassified,gamma proteobacterium HIMB55,2736988,2511,57513,745014,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=745014,2513237293,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2513237293,,,,
122,2501651209,Permanent Draft,Carnobacterium sp. AT7,Carnobacterium sp. AT7,J. Craig Venter Institute (JCVI),2501651209,Cellular organism,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. AT7,2501418,2510,45295,333990,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=333990,2501651209,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2501651209,,,,
123,638341214,Permanent Draft,Synechococcus sp. WH5701,Synechococcus sp. WH5701,J. Craig Venter Institute (JCVI),638341214,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 5701,3043834,3403,15912,69042,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=69042,638341214,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341214,,,,
124,2606217314,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. SS52,Massachusetts Institute of Technology,2606217314,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. SS52,1754053,1956,58604,1499501,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1499501,2606217314,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217314,,,,
125,638341134,Permanent Draft,Nitrobacter sp. Nb-311A,Nitrobacter sp. Nb-311A,J. Craig Venter Institute (JCVI),638341134,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter sp. Nb-311A,4104352,4312,73403,314253,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314253,638341134,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341134,,,,
126,2675903427,Permanent Draft,Pseudoalteromonas spiralis strain:DSM 16099 Genome sequencing,Pseudoalteromonas spiralis DSM 16099,"Chinese Academy of Sciences, Institute of Oceanology",2675903427,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas spiralis,4158027,4058,75343,162157,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=162157,2675903427,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2675903427,,,,
127,647533124,Permanent Draft,Citreicella sp. SE45,Citreicella sp. SE45,J. Craig Venter Institute (JCVI),647533124,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. SE45,5523231,5499,45846,501479,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=501479,647533124,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533124,,,,
128,649990023,Permanent Draft,Synechococcus sp. CB0205,Synechococcus sp. CB0205,J. Craig Venter Institute (JCVI),649990023,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CB0205,2427308,2766,13981,232363,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=232363,649990023,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=649990023,,,,
129,2606217683,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9321,Massachusetts Institute of Technology,2606217683,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1658664,1937,55801,167549,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167549,2606217683,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217683,,,,
130,2606217690,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9116,Massachusetts Institute of Technology,2606217690,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1685398,1964,73772,167544,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167544,2606217690,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217690,,,,
131,638341151,Permanent Draft,Photobacterium sp. SKA34,Photobacterium sp. SKA34,J. Craig Venter Institute (JCVI),638341151,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. SKA34,4946988,4734,73912,121723,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=121723,638341151,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341151,,,,
132,647533115,Permanent Draft,Brevundimonas sp. BAL3,Brevundimonas sp. BAL3,J. Craig Venter Institute (JCVI),647533115,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. BAL3,3646072,3528,44705,391600,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391600,647533115,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533115,,,,
133,2503283007,Permanent Draft,Crocosphaera watsonii WH 0401,Crocosphaera watsonii WH 0401 (draft1),"University of California, Santa Cruz",2503283007,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,4549610,5231,46616,555881,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=555881,2503283007,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2503283007,,,,
134,2606217689,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus marinus EQPAC1,Massachusetts Institute of Technology,2606217689,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1654739,1944,74094,190047,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=190047,2606217689,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217689,,,,
135,639857007,Permanent Draft,Synechococcus sp. RS9916,Synechococcus sp. RS9916,J. Craig Venter Institute (JCVI),639857007,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RS9916,2664465,3010,14747,221359,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=221359,639857007,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=639857007,,,,
136,2606217419,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus marinus PAC1,Massachusetts Institute of Technology,2606217419,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1841163,2197,74268,59924,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59924,2606217419,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217419,,,,
137,2519899641,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Pseudoalteromonas piscicida ATCC 15057,DOE Joint Genome Institute (JGI),2519899641,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piscicida,5279090,4776,72609,1279016,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1279016,2519899641,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2519899641,,,,
138,638341231,Permanent Draft,Vibrio splendidus 12B01,Vibrio splendidus 12B01,J. Craig Venter Institute (JCVI),638341231,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,5596386,5346,17532,314291,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314291,638341231,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341231,,,,
139,2606217560,Finished,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT0801,Massachusetts Institute of Technology,2606217560,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0801,1929203,2218,74427,1501269,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1501269,2606217560,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217560,,,,
140,2684623206,Finished,Genome sequencing of Alteromonas species,Alteromonas macleodii D7,University Miguel Hernandez,2684623206,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,4575623,4125,42571,28108,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=28108,2684623206,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2684623206,,,,
141,2606217680,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9311,Massachusetts Institute of Technology,2606217680,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1711064,1966,55139,167547,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167547,2606217680,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217680,,,,
142,640612200,Permanent Draft,Bacillus sp. B14905,Bacillus sp. B14905,J. Craig Venter Institute (JCVI),640612200,Cellular organism,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. B14905,4497271,4750,44081,388400,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=388400,640612200,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640612200,,,,
143,640963033,Permanent Draft,Bacillus sp. SG-1,Bacillus sp. SG-1,J. Craig Venter Institute (JCVI),640963033,Cellular organism,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SG-1,3948965,4428,44375,161544,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=161544,640963033,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640963033,,,,
144,647533184,Permanent Draft,Coleofasciculus chthonoplastes PCC 7420,Coleofasciculus chthonoplastes PCC 7420,"Institut Pasteur, J. Craig Venter Institute (JCVI)",647533184,Cellular organism,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus chthonoplastes,8679041,8359,74617,118168,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=118168,647533184,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533184,,,,
145,2517093019,Permanent Draft,Synechococcus genomes and the evolution of genome size,Synechococcus sp. CC9616,DOE Joint Genome Institute (JGI),2517093019,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9616,2645910,2958,14356,110663,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=110663,2517093019,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2517093019,,,,
146,2579778892,Permanent Draft,Pseudoalteromonas project - Florence University,Pseudoalteromonas atlantica TB41,University of Florence,2579778892,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. TB41,4632606,4347,72071,985149,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=985149,2579778892,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2579778892,,,,
147,2606217559,Finished,Prochlorococcus sp. MIT9215,Prochlorococcus sp. MIT9215,DOE Joint Genome Institute (JGI),2606217559,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1738790,1999,54276,93060,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=93060,2606217559,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217559,,,,
148,647533245,Permanent Draft,Vibrio parahaemolyticus 16,Vibrio parahaemolyticus 16,J. Craig Venter Institute (JCVI),647533245,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 16,4535833,4136,17238,391586,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391586,647533245,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533245,,,,
149,638341222,Permanent Draft,Vibrio alginolyticus 12G01,Vibrio alginolyticus 12G01,J. Craig Venter Institute (JCVI),638341222,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,5160431,4824,16861,314288,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314288,638341222,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341222,,,,
150,2606217677,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. SB,Massachusetts Institute of Technology,2606217677,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1669823,1924,57676,59926,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59926,2606217677,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217677,,,,
151,638341182,Permanent Draft,Roseobacter sp. MED193,Roseobacter sp. MED193,J. Craig Venter Institute (JCVI),638341182,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. MED193,4652716,4605,10504,314262,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314262,638341182,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341182,,,,
152,637000214,Finished,Prochlorococcus marinus subsp. pastoris CCMP1986,Prochlorococcus marinus pastoris CCMP 1986,DOE Joint Genome Institute (JGI),637000214,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1657990,2069,74783,59919,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59919,637000214,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000214,,,,
153,2606217313,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. SS2,Massachusetts Institute of Technology,2606217313,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1752772,1955,74969,167552,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167552,2606217313,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217313,,,,
